method,score,decision,latency_ms,cost_usd,D_hat,coh_star,r_LZ,sample_id,ground_truth,degeneracy_type,raw_score,tokens,consistency_scores,n_samples
GPT-4 Judge,0.0,reject,627.485990524292,0.00305,,,,sample_0080,True,repetition_loop,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,1828.294038772583,0.0028100000000000004,,,,sample_0081,True,semantic_drift,10.0,"{'input': 278, 'output': 1}",,
GPT-4 Judge,0.0,reject,2522.618055343628,0.0026300000000000004,,,,sample_0082,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,881.8552494049072,0.00245,,,,sample_0083,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,958.0233097076416,0.00245,,,,sample_0084,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,1381.350040435791,0.00317,,,,sample_0085,True,semantic_drift,10.0,"{'input': 314, 'output': 1}",,
GPT-4 Judge,0.0,reject,646.2469100952148,0.00299,,,,sample_0086,True,incoherent,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,778.1648635864258,0.00245,,,,sample_0087,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2582.6072692871094,0.00335,,,,sample_0088,True,repetition_loop,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,2954.5488357543945,0.0035299999999999997,,,,sample_0089,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,707.6339721679688,0.00215,,,,sample_0090,True,incoherent,10.0,"{'input': 212, 'output': 1}",,
GPT-4 Judge,0.0,reject,2254.469871520996,0.0027500000000000003,,,,sample_0091,False,normal,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2456.101894378662,0.00305,,,,sample_0092,True,repetition_loop,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,1024.0581035614014,0.0035299999999999997,,,,sample_0093,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,2788.3758544921875,0.0027500000000000003,,,,sample_0094,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,1476.4437675476074,0.00315,,,,sample_0095,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,1611.2430095672607,0.0035499999999999998,,,,sample_0096,True,repetition_loop,10.0,"{'input': 352, 'output': 1}",,
GPT-4 Judge,0.0,reject,724.585771560669,0.0028100000000000004,,,,sample_0097,True,semantic_drift,10.0,"{'input': 278, 'output': 1}",,
GPT-4 Judge,0.0,reject,668.5769557952881,0.0028699999999999997,,,,sample_0098,True,incoherent,10.0,"{'input': 284, 'output': 1}",,
GPT-4 Judge,0.0,reject,2021.846055984497,0.00315,,,,sample_0099,False,normal,10.0,"{'input': 312, 'output': 1}",,
SelfCheckGPT,0.8478352963924408,accept,5412.944793701172,0.000498,,,,sample_0000,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.31743451952934265, 0.9804354906082153]",5.0
SelfCheckGPT,0.31831947416067125,reject,5347.091913223267,0.0008400000000000001,,,,sample_0001,True,semantic_drift,,,"[0.29359567165374756, 0.2712830603122711, 0.6878083348274231, 0.2532063126564026, 0.08570399135351181]",5.0
SelfCheckGPT,0.5759723484516144,reject,4432.031154632568,0.0007985,,,,sample_0002,True,incoherent,,,"[0.40707001090049744, 0.4517386555671692, 0.7729899883270264, 0.5493768453598022, 0.6986862421035767]",5.0
SelfCheckGPT,0.9449727535247803,accept,3100.3057956695557,0.00029,,,,sample_0003,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9689427495002747,accept,3820.7499980926514,0.00043,,,,sample_0004,True,repetition_loop,,,"[0.9804354906082153, 0.9800248742103577, 0.9237930178642273, 0.9804354906082153, 0.9800248742103577]",5.0
SelfCheckGPT,0.43764926195144654,reject,5138.47804069519,0.00098,,,,sample_0005,True,semantic_drift,,,"[0.35972434282302856, 0.4765474200248718, 0.3032473623752594, 0.3609188497066498, 0.6878083348274231]",5.0
SelfCheckGPT,0.5862183511257172,reject,6851.786851882935,0.0012584999999999999,,,,sample_0006,True,incoherent,,,"[0.5490222573280334, 0.5802023410797119, 0.7591278553009033, 0.38028767704963684, 0.6624516248703003]",5.0
SelfCheckGPT,0.9544546604156494,accept,2619.701147079468,0.00029,,,,sample_0007,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9686775207519531, 0.9686775207519531, 0.9449727535247803]",5.0
SelfCheckGPT,0.9804354906082153,accept,3577.0480632781982,0.00049,,,,sample_0008,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153]",5.0
SelfCheckGPT,0.5407629996538162,reject,4494.12727355957,0.000574,,,,sample_0009,True,semantic_drift,,,"[0.6878083348274231, 0.6251465678215027, 0.2083919197320938, 0.4946598410606384, 0.6878083348274231]",5.0
SelfCheckGPT,0.5168959617614746,reject,6677.834987640381,0.0013365,,,,sample_0010,True,incoherent,,,"[0.46318313479423523, 0.4941689074039459, 0.6269675493240356, 0.4382965564727783, 0.5618636608123779]",5.0
SelfCheckGPT,0.9585267543792725,accept,3009.080171585083,0.00029,,,,sample_0011,False,normal,,,"[0.9552268981933594, 0.9717261791229248, 0.9552268981933594, 0.9552268981933594, 0.9552268981933594]",5.0
SelfCheckGPT,0.9802712440490723,accept,3187.035083770752,0.00041,,,,sample_0012,True,repetition_loop,,,"[0.9800248742103577, 0.9800248742103577, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153]",5.0
SelfCheckGPT,0.24431257620453833,reject,5134.4850063323975,0.0007819999999999999,,,,sample_0013,True,semantic_drift,,,"[0.04365365579724312, 0.22638380527496338, 0.258209764957428, 0.3828764855861664, 0.31043916940689087]",5.0
SelfCheckGPT,0.43003901839256287,reject,3947.4291801452637,0.0007485,,,,sample_0014,True,incoherent,,,"[0.33840805292129517, 0.6902982592582703, 0.23650416731834412, 0.49235090613365173, 0.39263370633125305]",5.0
SelfCheckGPT,0.9449727535247803,accept,2806.3271045684814,0.00029,,,,sample_0015,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9811364054679871,accept,3420.1300144195557,0.00045,,,,sample_0016,True,repetition_loop,,,"[0.981515109539032, 0.9810417294502258, 0.9810417294502258, 0.9810417294502258, 0.9810417294502258]",5.0
SelfCheckGPT,0.3575440142303705,reject,5289.942979812622,0.000754,,,,sample_0017,True,semantic_drift,,,"[0.01562105305492878, 0.5487332940101624, 0.34560608863830566, 0.6878083348274231, 0.18995130062103271]",5.0
SelfCheckGPT,0.4280578911304474,reject,4843.601942062378,0.0007144999999999999,,,,sample_0018,True,incoherent,,,"[0.6793038249015808, 0.26809102296829224, 0.2562122046947479, 0.6713709235191345, 0.26531147956848145]",5.0
SelfCheckGPT,0.7727911911904812,accept,479691.2450790405,0.000392,,,,sample_0019,False,normal,,,"[0.060360174626111984, 0.9686775207519531, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.964372169971466,accept,3966.5300846099854,0.00051,,,,sample_0020,True,repetition_loop,,,"[0.9810417294502258, 0.9810417294502258, 0.897693932056427, 0.9810417294502258, 0.9810417294502258]",5.0
SelfCheckGPT,0.5248252302408218,reject,3309.5128536224365,0.000508,,,,sample_0021,True,semantic_drift,,,"[0.6878083348274231, 0.6878083348274231, 0.23986224830150604, 0.4056415855884552, 0.6030056476593018]",5.0
SelfCheckGPT,0.3908297270536423,reject,6241.081953048706,0.0009464999999999999,,,,sample_0022,True,incoherent,,,"[0.18225856125354767, 0.29405105113983154, 0.2278936803340912, 0.6114328503608704, 0.6385124921798706]",5.0
SelfCheckGPT,0.7826041370630265,accept,3555.6859970092773,0.00039,,,,sample_0023,False,normal,,,"[0.13312967121601105, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9801891207695007,accept,3012.209177017212,0.00037,,,,sample_0024,True,repetition_loop,,,"[0.9804354906082153, 0.9800248742103577, 0.9800248742103577, 0.9800248742103577, 0.9804354906082153]",5.0
SelfCheckGPT,0.10042564608156682,reject,4419.473886489868,0.0006819999999999999,,,,sample_0025,True,semantic_drift,,,"[0.037143103778362274, 0.07990026473999023, 0.18368732929229736, 0.017710203304886818, 0.18368732929229736]",5.0
SelfCheckGPT,0.5728651642799377,reject,5102.025985717773,0.0010465,,,,sample_0026,True,incoherent,,,"[0.7075825929641724, 0.7301368713378906, 0.5547122359275818, 0.6498589515686035, 0.22203516960144043]",5.0
SelfCheckGPT,0.9449727535247803,accept,3119.68994140625,0.00029,,,,sample_0027,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9801891207695007,accept,3095.1342582702637,0.00037,,,,sample_0028,True,repetition_loop,,,"[0.9800248742103577, 0.9804354906082153, 0.9800248742103577, 0.9800248742103577, 0.9804354906082153]",5.0
SelfCheckGPT,0.29891943484544753,reject,3733.1271171569824,0.000538,,,,sample_0029,True,semantic_drift,,,"[0.6878083348274231, 0.06543231755495071, 0.21396340429782867, 0.24802379310131073, 0.2793693244457245]",5.0
SelfCheckGPT,0.5278553307056427,reject,6324.872016906738,0.0011944999999999998,,,,sample_0030,True,incoherent,,,"[0.29029715061187744, 0.48656001687049866, 0.5125640034675598, 0.7112899422645569, 0.6385655403137207]",5.0
SelfCheckGPT,0.9449727535247803,accept,2824.610948562622,0.00029,,,,sample_0031,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.8023444816470147,accept,3355.5829524993896,0.000574,,,,sample_0032,True,repetition_loop,,,"[0.9804354906082153, 0.0908016785979271, 0.9804354906082153, 0.9800248742103577, 0.9800248742103577]",5.0
SelfCheckGPT,0.4627635836601257,reject,4005.1536560058594,0.000682,,,,sample_0033,True,semantic_drift,,,"[0.6878083348274231, 0.5322935581207275, 0.5755175352096558, 0.2599887251853943, 0.258209764957428]",5.0
SelfCheckGPT,0.4610829293727875,reject,5875.182867050171,0.0009384999999999999,,,,sample_0034,True,incoherent,,,"[0.7721519470214844, 0.27268362045288086, 0.7350450158119202, 0.22342631220817566, 0.3021077513694763]",5.0
SelfCheckGPT,0.9449727535247803,accept,2851.435899734497,0.00029,,,,sample_0035,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.6094577871263027,reject,3869.1487312316895,0.00044,,,,sample_0036,True,repetition_loop,,,"[0.9834176898002625, 0.0531977079808712, 0.045960500836372375, 0.9834176898002625, 0.9812953472137451]",5.0
SelfCheckGPT,0.28155005648732184,reject,5838.137865066528,0.000834,,,,sample_0037,True,semantic_drift,,,"[0.5818381309509277, 0.05909602716565132, 0.1808771938085556, 0.13220590353012085, 0.45373302698135376]",5.0
SelfCheckGPT,0.3526784092187881,reject,7743.178129196167,0.0010364999999999999,,,,sample_0038,True,incoherent,,,"[0.3284461200237274, 0.5405004024505615, 0.24253538250923157, 0.13456089794635773, 0.5173492431640625]",5.0
SelfCheckGPT,0.8703838229179383,accept,2800.107717514038,0.00030199999999999997,,,,sample_0039,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.5720281004905701, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.8073073357343674,accept,3564.2590522766113,0.00047599999999999997,,,,sample_0040,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.11479471623897552, 0.9804354906082153, 0.9804354906082153]",5.0
SelfCheckGPT,0.35990107506513597,reject,3101.0091304779053,0.00045000000000000004,,,,sample_0041,True,semantic_drift,,,"[0.6878083348274231, 0.12544511258602142, 0.6878083348274231, 0.18579263985157013, 0.11265095323324203]",5.0
SelfCheckGPT,0.5065599203109741,reject,5163.844108581543,0.0007645,,,,sample_0042,True,incoherent,,,"[0.5573745369911194, 0.3963669240474701, 0.5094902515411377, 0.5968064069747925, 0.47276148200035095]",5.0
SelfCheckGPT,0.6547022582963109,reject,3402.359962463379,0.000434,,,,sample_0043,False,normal,,,"[0.9449727535247803, 0.00563508365303278, 0.832909107208252, 0.9449727535247803, 0.5450215935707092]",5.0
SelfCheckGPT,0.7586691664531827,accept,3306.4498901367188,0.00045,,,,sample_0044,True,repetition_loop,,,"[0.981515109539032, 0.9810417294502258, 0.002590321935713291, 0.9810417294502258, 0.8471569418907166]",5.0
SelfCheckGPT,0.3314341943711042,reject,5748.631954193115,0.0009780000000000001,,,,sample_0045,True,semantic_drift,,,"[0.6570168137550354, 0.22256217896938324, 0.41392287611961365, 0.012166595086455345, 0.35150250792503357]",5.0
SelfCheckGPT,0.38534455597400663,reject,3447.971820831299,0.0006925,,,,sample_0046,True,incoherent,,,"[0.3953293561935425, 0.2387164682149887, 0.34479469060897827, 0.3466937243938446, 0.6011885404586792]",5.0
SelfCheckGPT,0.9449727535247803,accept,2461.097002029419,0.00029,,,,sample_0047,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.8675099909305573,accept,3641.7548656463623,0.000606,,,,sample_0048,True,repetition_loop,,,"[0.981515109539032, 0.981515109539032, 0.9810417294502258, 0.9810417294502258, 0.41243627667427063]",5.0
SelfCheckGPT,0.4081610172986984,reject,4167.474985122681,0.000714,,,,sample_0049,True,semantic_drift,,,"[0.1927952766418457, 0.5340903401374817, 0.17393697798252106, 0.4521741569042206, 0.6878083348274231]",5.0
SelfCheckGPT,0.39490399956703187,reject,4600.409984588623,0.0006325,,,,sample_0050,True,incoherent,,,"[0.6291901469230652, 0.2585456371307373, 0.30564361810684204, 0.5644951462745667, 0.21664544939994812]",5.0
SelfCheckGPT,0.7721703939139843,accept,3280.475854873657,0.000404,,,,sample_0051,False,normal,,,"[0.9552268981933594, 0.9552268981933594, 0.023445095866918564, 0.9552268981933594, 0.9717261791229248]",5.0
SelfCheckGPT,0.9803533673286438,accept,3648.3919620513916,0.00045,,,,sample_0052,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9800248742103577]",5.0
SelfCheckGPT,0.27079735696315765,reject,3485.6178760528564,0.000506,,,,sample_0053,True,semantic_drift,,,"[0.5302913784980774, 0.18579263985157013, 0.10252243280410767, 0.21930718421936035, 0.31607314944267273]",5.0
SelfCheckGPT,0.4759938299655914,reject,5475.456953048706,0.0009285000000000001,,,,sample_0054,True,incoherent,,,"[0.6218395233154297, 0.46109554171562195, 0.6941211819648743, 0.2642154097557068, 0.33869749307632446]",5.0
SelfCheckGPT,0.9449727535247803,accept,2563.8699531555176,0.00029,,,,sample_0055,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9802712440490723,accept,3704.8821449279785,0.00041,,,,sample_0056,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9800248742103577, 0.9800248742103577, 0.9804354906082153]",5.0
SelfCheckGPT,0.5360305070877075,reject,3850.832939147949,0.0004919999999999999,,,,sample_0057,True,semantic_drift,,,"[0.3476037085056305, 0.6878083348274231, 0.2691238224506378, 0.6878083348274231, 0.6878083348274231]",5.0
SelfCheckGPT,0.5688692927360535,reject,7847.0618724823,0.0013525000000000002,,,,sample_0058,True,incoherent,,,"[0.267580509185791, 0.6330112218856812, 0.6973219513893127, 0.5621864199638367, 0.6842463612556458]",5.0
SelfCheckGPT,0.9449727535247803,accept,3345.2000617980957,0.00029,,,,sample_0059,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9803533673286438,accept,3498.6019134521484,0.00045,,,,sample_0060,True,repetition_loop,,,"[0.9804354906082153, 0.9800248742103577, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153]",5.0
SelfCheckGPT,0.28111375086009505,reject,7051.623821258545,0.00101,,,,sample_0061,True,semantic_drift,,,"[0.5824263691902161, 0.24326258897781372, 0.32330265641212463, 0.2264396995306015, 0.0301374401897192]",5.0
SelfCheckGPT,0.3688971608877182,reject,3747.17116355896,0.0004825,,,,sample_0062,True,incoherent,,,"[0.6035370826721191, 0.1420920491218567, 0.6495848894119263, 0.2200171798467636, 0.2292546033859253]",5.0
SelfCheckGPT,0.9063551783561706,accept,3215.825080871582,0.000444,,,,sample_0063,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.7518848776817322, 0.9449727535247803]",5.0
SelfCheckGPT,0.9801069974899292,accept,3179.0640354156494,0.00033,,,,sample_0064,True,repetition_loop,,,"[0.9800248742103577, 0.9800248742103577, 0.9800248742103577, 0.9804354906082153, 0.9800248742103577]",5.0
SelfCheckGPT,0.27181855887174605,reject,4444.153070449829,0.000698,,,,sample_0065,True,semantic_drift,,,"[0.030052781105041504, 0.4048629403114319, 0.2926795780658722, 0.5584734678268433, 0.07302402704954147]",5.0
SelfCheckGPT,0.44847052097320556,reject,4762.621879577637,0.0008144999999999999,,,,sample_0066,True,incoherent,,,"[0.3753209710121155, 0.4417392909526825, 0.43568041920661926, 0.6433495879173279, 0.3462623357772827]",5.0
SelfCheckGPT,0.8709188222885131,accept,2731.8780422210693,0.000298,,,,sample_0067,False,normal,,,"[0.9449727535247803, 0.5747030973434448, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9803533673286438,accept,3416.6297912597656,0.00045,,,,sample_0068,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9804354906082153, 0.9800248742103577]",5.0
SelfCheckGPT,0.3014794737100601,reject,3791.869878768921,0.0006360000000000001,,,,sample_0069,True,semantic_drift,,,"[0.25657913088798523, 0.16628789901733398, 0.11961917579174042, 0.4790216088294983, 0.4858895540237427]",5.0
SelfCheckGPT,0.20617181062698364,reject,6216.226816177368,0.0009664999999999999,,,,sample_0070,True,incoherent,,,"[0.38030409812927246, 0.05580660700798035, 0.2778646945953369, 0.21405838429927826, 0.10282526910305023]",5.0
SelfCheckGPT,0.6135917857289315,reject,4018.0070400238037,0.0005420000000000001,,,,sample_0071,False,normal,,,"[0.12734177708625793, 0.9552268981933594, 0.058437176048755646, 0.9717261791229248, 0.9552268981933594]",5.0
SelfCheckGPT,0.40566805405542256,reject,3624.6628761291504,0.000546,,,,sample_0072,True,repetition_loop,,,"[0.020037459209561348, 0.9834176898002625, 0.03823849558830261, 0.9834176898002625, 0.00322893587872386]",5.0
SelfCheckGPT,0.1910104848444462,reject,5660.109043121338,0.0009119999999999999,,,,sample_0073,True,semantic_drift,,,"[0.05370479077100754, 0.31049883365631104, 0.40404295921325684, 0.13801178336143494, 0.048794057220220566]",5.0
SelfCheckGPT,0.2292294755578041,reject,5976.7701625823975,0.0009525,,,,sample_0074,True,incoherent,,,"[0.16733023524284363, 0.3594744801521301, 0.08131451904773712, 0.43407586216926575, 0.10395228117704391]",5.0
SelfCheckGPT,0.9449727535247803,accept,2811.818838119507,0.00029,,,,sample_0075,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.7785035327076912,accept,3744.3180084228516,0.000466,,,,sample_0076,True,repetition_loop,,,"[0.9237930178642273, 0.9804354906082153, 0.9804354906082153, 0.027828790247440338, 0.9800248742103577]",5.0
SelfCheckGPT,0.36460407078266144,reject,4678.063154220581,0.000786,,,,sample_0077,True,semantic_drift,,,"[0.34556201100349426, 0.6878083348274231, 0.4423508048057556, 0.016971662640571594, 0.3303275406360626]",5.0
SelfCheckGPT,0.3817151844501495,reject,5538.974761962891,0.0009885,,,,sample_0078,True,incoherent,,,"[0.48319241404533386, 0.158794105052948, 0.425472617149353, 0.3575362265110016, 0.4835805594921112]",5.0
SelfCheckGPT,0.7891051024198532,accept,2768.3639526367188,0.000418,,,,sample_0079,False,normal,,,"[0.9686775207519531, 0.1419297307729721, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.8145600110292435,accept,3877.638816833496,0.000406,,,,sample_0080,True,repetition_loop,,,"[0.9800248742103577, 0.9804354906082153, 0.9800248742103577, 0.9804354906082153, 0.15187932550907135]",5.0
SelfCheckGPT,0.36389471367001536,reject,4527.170658111572,0.000786,,,,sample_0081,True,semantic_drift,,,"[0.3844330608844757, 0.6289212107658386, 0.015266697853803635, 0.10304426401853561, 0.6878083348274231]",5.0
SelfCheckGPT,0.42816769480705263,reject,4844.889163970947,0.0007065000000000001,,,,sample_0082,True,incoherent,,,"[0.3204495906829834, 0.381229430437088, 0.7046162486076355, 0.38013535737991333, 0.3544078469276428]",5.0
SelfCheckGPT,0.9087668299674988,accept,3132.284164428711,0.000482,,,,sample_0083,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.7639431357383728]",5.0
SelfCheckGPT,0.9810417294502258,accept,3372.831106185913,0.00049,,,,sample_0084,True,repetition_loop,,,"[0.9810417294502258, 0.9810417294502258, 0.9810417294502258, 0.9810417294502258, 0.9810417294502258]",5.0
SelfCheckGPT,0.2927767805755138,reject,4375.007629394531,0.0007199999999999999,,,,sample_0085,True,semantic_drift,,,"[0.09839925169944763, 0.051749300211668015, 0.6878083348274231, 0.18849845230579376, 0.4374285638332367]",5.0
SelfCheckGPT,0.4130642771720886,reject,5053.360939025879,0.0005744999999999999,,,,sample_0086,True,incoherent,,,"[0.34304046630859375, 0.35046014189720154, 0.7599467039108276, 0.16259756684303284, 0.44927650690078735]",5.0
SelfCheckGPT,0.9449727535247803,accept,3258.535861968994,0.00029,,,,sample_0087,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.9786834359169007,accept,4239.449262619019,0.000492,,,,sample_0088,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.9716752171516418, 0.9804354906082153, 0.9804354906082153]",5.0
SelfCheckGPT,0.28980514109134675,reject,5775.017976760864,0.000692,,,,sample_0089,True,semantic_drift,,,"[0.20215515792369843, 0.3697068393230438, 0.24089756608009338, 0.31664830446243286, 0.3196178376674652]",5.0
SelfCheckGPT,0.3886161118745804,reject,7356.086015701294,0.0014904999999999999,,,,sample_0090,True,incoherent,,,"[0.41964030265808105, 0.5284726619720459, 0.23794879019260406, 0.22895997762680054, 0.5280588269233704]",5.0
SelfCheckGPT,0.7023259103298187,accept,3557.53493309021,0.00051,,,,sample_0091,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.17818203568458557, 0.9449727535247803, 0.49852925539016724]",5.0
SelfCheckGPT,0.9686484456062316,accept,3163.490056991577,0.000456,,,,sample_0092,True,repetition_loop,,,"[0.9804354906082153, 0.9800248742103577, 0.9804354906082153, 0.9219108819961548, 0.9804354906082153]",5.0
SelfCheckGPT,0.27610872872173786,reject,4793.830156326294,0.0007400000000000001,,,,sample_0093,True,semantic_drift,,,"[0.22162918746471405, 0.022211993113160133, 0.2533150017261505, 0.6878083348274231, 0.19557912647724152]",5.0
SelfCheckGPT,0.46873986124992373,reject,4696.944952011108,0.0008064999999999999,,,,sample_0094,True,incoherent,,,"[0.6649466753005981, 0.39407315850257874, 0.2797428369522095, 0.6555888652801514, 0.3493477702140808]",5.0
SelfCheckGPT,0.8968672394752503,accept,3597.604990005493,0.00039600000000000003,,,,sample_0095,False,normal,,,"[0.7044451832771301, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803, 0.9449727535247803]",5.0
SelfCheckGPT,0.6859734922647476,reject,3715.3711318969727,0.000496,,,,sample_0096,True,repetition_loop,,,"[0.9804354906082153, 0.9804354906082153, 0.1447179764509201, 0.34425362944602966, 0.9800248742103577]",5.0
SelfCheckGPT,0.24934725034981967,reject,4981.184005737305,0.000772,,,,sample_0097,True,semantic_drift,,,"[0.1566634625196457, 0.6878083348274231, 0.21111580729484558, 0.005356007255613804, 0.18579263985157013]",5.0
SelfCheckGPT,0.3343785613775253,reject,3266.925096511841,0.0004985,,,,sample_0098,True,incoherent,,,"[0.3571767210960388, 0.3881053924560547, 0.4495198726654053, 0.18668709695339203, 0.29040372371673584]",5.0
SelfCheckGPT,0.7581182889640331,accept,4089.987277984619,0.0004,,,,sample_0099,False,normal,,,"[0.9449727535247803, 0.9449727535247803, 0.01070043072104454, 0.9449727535247803, 0.9449727535247803]",5.0
